Tempo Universal,Tempo Relativo,S,G,D,Snl_Rdo,Modo,Elev,Azim,Dist,X_Rampa,Y_Rampa,Z_Rampa
14:10:31:435,29.720,A,A,A,49,RADAR,0.446,1.902,7.388,4.967,-1.832,3.213
14:10:31:445,29.730,A,A,A,49,RADAR,0.445,1.902,7.389,4.969,-1.833,3.211
14:10:31:455,29.740,A,A,A,49,RADAR,0.445,1.902,7.389,4.971,-1.834,3.206
14:10:31:465,29.750,A,A,A,49,RADAR,0.444,1.902,7.390,4.972,-1.835,3.205
14:10:31:475,29.760,A,A,A,49,RADAR,0.444,1.903,7.391,4.975,-1.836,3.203
14:10:31:485,29.770,A,A,A,49,RADAR,0.444,1.903,7.391,4.975,-1.837,3.202
14:10:31:495,29.780,A,A,A,49,RADAR,0.444,1.903,7.391,4.974,-1.837,3.202
14:10:31:505,29.790,A,A,A,49,RADAR,0.444,1.903,7.392,4.975,-1.838,3.203
14:10:31:515,29.800,A,A,A,50,RADAR,0.444,1.903,7.394,4.976,-1.838,3.205
14:10:31:525,29.810,A,A,A,50,RADAR,0.444,1.903,7.394,4.976,-1.837,3.205
14:10:31:535,29.820,A,A,A,50,RADAR,0.444,1.903,7.395,4.978,-1.838,3.205
14:10:31:545,29.830,A,A,A,50,RADAR,0.444,1.903,7.395,4.978,-1.838,3.204
14:10:31:555,29.840,A,A,A,50,RADAR,0.444,1.903,7.396,4.980,-1.838,3.203
14:10:31:565,29.850,A,A,A,50,RADAR,0.443,1.903,7.395,4.981,-1.839,3.199
14:10:31:575,29.860,A,A,A,50,RADAR,0.443,1.903,7.397,4.982,-1.839,3.198
14:10:31:585,29.870,A,A,A,50,RADAR,0.443,1.903,7.397,4.983,-1.840,3.197
14:10:31:595,29.880,A,A,A,50,RADAR,0.443,1.903,7.398,4.984,-1.840,3.197
14:10:31:605,29.890,A,A,A,50,RADAR,0.443,1.903,7.399,4.984,-1.841,3.199
14:10:31:615,29.900,A,A,A,50,RADAR,0.443,1.903,7.399,4.984,-1.841,3.199
14:10:31:625,29.910,A,A,A,50,RADAR,0.443,1.903,7.399,4.984,-1.840,3.201
14:10:31:635,29.920,A,A,A,50,RADAR,0.443,1.903,7.401,4.985,-1.841,3.202
14:10:31:645,29.930,A,A,A,50,RADAR,0.443,1.903,7.401,4.985,-1.840,3.202
14:10:31:655,29.940,A,A,A,50,RADAR,0.443,1.903,7.402,4.986,-1.840,3.203
14:10:31:665,29.950,A,A,A,50,RADAR,0.443,1.903,7.402,4.987,-1.841,3.202
14:10:31:675,29.960,A,A,A,50,RADAR,0.443,1.903,7.403,4.987,-1.841,3.201
14:10:31:685,29.970,A,A,A,50,RADAR,0.443,1.903,7.404,4.989,-1.842,3.201
14:10:31:695,29.980,A,A,A,50,RADAR,0.443,1.903,7.404,4.989,-1.842,3.200
14:10:31:705,29.990,A,A,A,50,RADAR,0.443,1.903,7.406,4.991,-1.843,3.199
14:10:31:715,30.000,A,A,A,50,RADAR,0.442,1.903,7.406,4.992,-1.844,3.198
14:10:31:725,30.010,A,A,A,50,RADAR,0.442,1.903,7.406,4.993,-1.844,3.197
14:10:31:735,30.020,A,A,A,50,RADAR,0.442,1.903,7.409,4.996,-1.845,3.195
14:10:31:745,30.030,A,A,A,50,RADAR,0.442,1.903,7.409,4.997,-1.845,3.193
14:10:31:755,30.040,A,A,A,50,RADAR,0.441,1.903,7.408,4.998,-1.845,3.190
14:10:31:765,30.050,A,A,A,50,RADAR,0.441,1.903,7.409,5.000,-1.845,3.188
14:10:31:775,30.060,A,A,A,50,RADAR,0.440,1.903,7.410,5.002,-1.846,3.185
14:10:31:785,30.070,A,A,A,50,RADAR,0.440,1.903,7.411,5.004,-1.846,3.184
14:10:31:795,30.080,A,A,A,50,RADAR,0.439,1.903,7.409,5.004,-1.846,3.179
14:10:31:805,30.090,A,A,A,50,RADAR,0.439,1.903,7.411,5.006,-1.847,3.178
14:10:31:815,30.100,A,A,A,50,RADAR,0.439,1.903,7.412,5.008,-1.848,3.176
14:10:31:825,30.110,A,A,A,50,RADAR,0.439,1.903,7.413,5.010,-1.849,3.175
14:10:31:835,30.120,A,A,A,50,RADAR,0.438,1.903,7.414,5.011,-1.850,3.175
14:10:31:845,30.130,A,A,A,50,RADAR,0.438,1.903,7.415,5.012,-1.850,3.175
14:10:31:855,30.140,A,A,A,50,RADAR,0.438,1.903,7.415,5.012,-1.850,3.175
14:10:31:865,30.150,A,A,A,50,RADAR,0.438,1.903,7.416,5.012,-1.850,3.175
14:10:31:875,30.160,A,A,A,50,RADAR,0.438,1.903,7.414,5.011,-1.850,3.175
14:10:31:885,30.170,A,A,A,50,RADAR,0.438,1.903,7.417,5.014,-1.851,3.175
14:10:31:895,30.180,A,A,A,50,RADAR,0.438,1.903,7.417,5.014,-1.851,3.175
14:10:31:905,30.190,A,A,A,50,RADAR,0.438,1.903,7.416,5.014,-1.851,3.173
14:10:31:915,30.200,A,A,A,50,RADAR,0.438,1.903,7.417,5.015,-1.851,3.172
14:10:31:925,30.210,A,A,A,50,RADAR,0.437,1.903,7.417,5.016,-1.852,3.168
14:10:31:935,30.220,A,A,A,50,RADAR,0.437,1.903,7.418,5.018,-1.853,3.168
14:10:31:945,30.230,A,A,A,50,RADAR,0.437,1.903,7.420,5.020,-1.854,3.167
14:10:31:955,30.240,A,A,A,50,RADAR,0.437,1.903,7.421,5.021,-1.855,3.167
14:10:31:965,30.250,A,A,A,50,RADAR,0.437,1.903,7.422,5.022,-1.856,3.167
14:10:31:975,30.260,A,A,A,50,RADAR,0.437,1.903,7.422,5.022,-1.856,3.166
14:10:31:985,30.270,A,A,A,50,RADAR,0.437,1.903,7.422,5.022,-1.856,3.167
14:10:31:995,30.280,A,A,A,50,RADAR,0.437,1.903,7.423,5.024,-1.855,3.166
14:10:32:005,30.290,A,A,A,50,RADAR,0.436,1.903,7.423,5.024,-1.855,3.165
14:10:32:015,30.300,A,A,A,50,RADAR,0.436,1.903,7.423,5.025,-1.856,3.164
14:10:32:025,30.310,A,A,A,50,RADAR,0.436,1.903,7.424,5.026,-1.856,3.164
14:10:32:035,30.320,A,A,A,50,RADAR,0.436,1.903,7.426,5.027,-1.856,3.164
14:10:32:045,30.330,A,A,A,50,RADAR,0.436,1.903,7.426,5.028,-1.856,3.164
14:10:32:055,30.340,A,A,A,50,RADAR,0.436,1.903,7.424,5.026,-1.855,3.164
14:10:32:065,30.350,A,A,A,50,RADAR,0.436,1.903,7.426,5.028,-1.856,3.165
14:10:32:075,30.360,A,A,A,50,RADAR,0.436,1.903,7.428,5.029,-1.856,3.166
14:10:32:085,30.370,A,A,A,50,RADAR,0.436,1.903,7.430,5.031,-1.857,3.167
14:10:32:095,30.380,A,A,A,50,RADAR,0.436,1.903,7.429,5.030,-1.856,3.166
14:10:32:105,30.390,A,A,A,50,RADAR,0.436,1.903,7.430,5.032,-1.857,3.166
14:10:32:115,30.400,A,A,A,50,RADAR,0.436,1.903,7.430,5.032,-1.857,3.166
14:10:32:125,30.410,A,A,A,50,RADAR,0.436,1.903,7.431,5.034,-1.857,3.165
14:10:32:135,30.420,A,A,A,50,RADAR,0.436,1.903,7.431,5.034,-1.857,3.163
14:10:32:145,30.430,A,A,A,50,RADAR,0.435,1.903,7.433,5.037,-1.858,3.162
14:10:32:155,30.440,A,A,A,50,RADAR,0.435,1.903,7.434,5.038,-1.859,3.161
14:10:32:165,30.450,A,A,A,50,RADAR,0.435,1.903,7.433,5.039,-1.860,3.157
14:10:32:175,30.460,A,A,A,50,RADAR,0.434,1.903,7.434,5.040,-1.860,3.156
14:10:32:185,30.470,A,A,A,50,RADAR,0.434,1.903,7.434,5.041,-1.861,3.154
14:10:32:195,30.480,A,A,A,50,RADAR,0.434,1.903,7.436,5.042,-1.861,3.154
14:10:32:205,30.490,A,A,A,50,RADAR,0.434,1.903,7.436,5.042,-1.862,3.154
14:10:32:215,30.500,A,A,A,50,RADAR,0.434,1.903,7.437,5.043,-1.862,3.154
14:10:32:225,30.510,A,A,A,50,RADAR,0.434,1.903,7.439,5.045,-1.864,3.155
14:10:32:235,30.520,A,A,A,50,RADAR,0.434,1.903,7.438,5.045,-1.863,3.154
14:10:32:245,30.530,A,A,A,50,RADAR,0.434,1.903,7.437,5.043,-1.863,3.153
14:10:32:255,30.540,A,A,A,50,RADAR,0.434,1.903,7.438,5.045,-1.863,3.153
14:10:32:265,30.550,A,A,A,50,RADAR,0.434,1.903,7.440,5.047,-1.864,3.153
14:10:32:275,30.560,A,A,A,50,RADAR,0.433,1.903,7.440,5.049,-1.864,3.151
14:10:32:285,30.570,A,A,A,50,RADAR,0.433,1.903,7.441,5.050,-1.864,3.149
14:10:32:295,30.580,A,A,A,50,RADAR,0.432,1.903,7.442,5.052,-1.865,3.146
14:10:32:305,30.590,A,A,A,50,RADAR,0.432,1.903,7.442,5.053,-1.865,3.144
14:10:32:315,30.600,A,A,A,50,RADAR,0.432,1.903,7.443,5.055,-1.867,3.142
14:10:32:325,30.610,A,A,A,50,RADAR,0.432,1.903,7.443,5.055,-1.867,3.142
14:10:32:335,30.620,A,A,A,50,RADAR,0.431,1.903,7.443,5.055,-1.868,3.140
14:10:32:345,30.630,A,A,A,50,RADAR,0.431,1.903,7.440,5.053,-1.867,3.138
14:10:32:355,30.640,A,A,A,50,RADAR,0.431,1.903,7.443,5.056,-1.868,3.138
14:10:32:365,30.650,A,A,A,50,RADAR,0.431,1.903,7.444,5.057,-1.869,3.138
14:10:32:375,30.660,A,A,A,50,RADAR,0.431,1.903,7.445,5.059,-1.869,3.137
14:10:32:385,30.670,A,A,A,50,RADAR,0.431,1.903,7.445,5.060,-1.869,3.136
14:10:32:395,30.680,A,A,A,50,RADAR,0.430,1.903,7.446,5.060,-1.869,3.135
14:10:32:405,30.690,A,A,A,49,RADAR,0.430,1.903,7.446,5.062,-1.869,3.132
14:10:32:415,30.700,A,A,A,49,RADAR,0.430,1.903,7.448,5.064,-1.870,3.132
14:10:32:425,30.710,A,A,A,49,RADAR,0.430,1.903,7.450,5.067,-1.871,3.130
14:10:32:435,30.720,A,A,A,49,RADAR,0.429,1.903,7.450,5.068,-1.871,3.129
14:10:32:445,30.730,A,A,A,49,RADAR,0.429,1.903,7.451,5.070,-1.872,3.127
14:10:32:455,30.740,A,A,A,49,RADAR,0.429,1.903,7.450,5.069,-1.872,3.125
14:10:32:465,30.750,A,A,A,49,RADAR,0.429,1.903,7.451,5.071,-1.873,3.124
14:10:32:475,30.760,A,A,A,49,RADAR,0.429,1.903,7.451,5.071,-1.873,3.124
14:10:32:485,30.770,A,A,A,49,RADAR,0.428,1.903,7.453,5.073,-1.873,3.124
14:10:32:495,30.780,A,A,A,49,RADAR,0.428,1.903,7.455,5.074,-1.874,3.124
14:10:32:505,30.790,A,A,A,49,RADAR,0.428,1.903,7.455,5.075,-1.874,3.125
14:10:32:515,30.800,A,A,A,49,RADAR,0.428,1.903,7.455,5.075,-1.874,3.125
14:10:32:525,30.810,A,A,A,49,RADAR,0.428,1.903,7.455,5.075,-1.874,3.125
14:10:32:535,30.820,A,A,A,49,RADAR,0.428,1.903,7.456,5.076,-1.874,3.125
14:10:32:545,30.830,A,A,A,49,RADAR,0.428,1.903,7.457,5.077,-1.875,3.125
14:10:32:555,30.840,A,A,A,49,RADAR,0.428,1.903,7.454,5.074,-1.874,3.123
14:10:32:565,30.850,A,A,A,49,RADAR,0.428,1.903,7.453,5.073,-1.874,3.123
14:10:32:575,30.860,A,A,A,49,RADAR,0.428,1.903,7.456,5.076,-1.875,3.124
14:10:32:585,30.870,A,A,A,49,RADAR,0.428,1.903,7.455,5.074,-1.874,3.124
14:10:32:595,30.880,A,A,A,49,RADAR,0.428,1.903,7.455,5.075,-1.874,3.124
14:10:32:605,30.890,A,A,A,49,RADAR,0.428,1.903,7.455,5.075,-1.874,3.124
14:10:32:615,30.900,A,A,A,49,RADAR,0.428,1.903,7.458,5.078,-1.875,3.124
14:10:32:625,30.910,A,A,A,49,RADAR,0.428,1.903,7.461,5.081,-1.876,3.125
14:10:32:635,30.920,A,A,A,49,RADAR,0.428,1.903,7.461,5.082,-1.877,3.123
14:10:32:645,30.930,A,A,A,49,RADAR,0.428,1.903,7.463,5.083,-1.878,3.123
14:10:32:655,30.940,A,A,A,49,RADAR,0.428,1.903,7.463,5.084,-1.878,3.123
14:10:32:665,30.950,A,A,A,49,RADAR,0.428,1.903,7.464,5.085,-1.878,3.122
14:10:32:675,30.960,A,A,A,48,RADAR,0.427,1.903,7.465,5.086,-1.878,3.122
14:10:32:685,30.970,A,A,A,48,RADAR,0.427,1.903,7.466,5.087,-1.878,3.121
14:10:32:695,30.980,A,A,A,48,RADAR,0.427,1.903,7.466,5.088,-1.878,3.121
14:10:32:705,30.990,A,A,A,48,RADAR,0.427,1.903,7.467,5.090,-1.879,3.118
14:10:32:715,31.000,A,A,A,48,RADAR,0.427,1.903,7.468,5.091,-1.879,3.117
14:10:32:725,31.010,A,A,A,48,RADAR,0.426,1.903,7.467,5.092,-1.880,3.113
14:10:32:735,31.020,A,A,A,48,RADAR,0.426,1.903,7.467,5.093,-1.880,3.111
14:10:32:745,31.030,A,A,A,49,RADAR,0.425,1.903,7.469,5.096,-1.881,3.109
14:10:32:755,31.040,A,A,A,49,RADAR,0.425,1.903,7.468,5.096,-1.881,3.107
14:10:32:765,31.050,A,A,A,49,RADAR,0.425,1.903,7.471,5.099,-1.882,3.106
14:10:32:775,31.060,A,A,A,49,RADAR,0.424,1.903,7.471,5.100,-1.882,3.104
14:10:32:785,31.070,A,A,A,49,RADAR,0.424,1.903,7.472,5.102,-1.883,3.102
14:10:32:795,31.080,A,A,A,49,RADAR,0.424,1.903,7.472,5.103,-1.884,3.101
14:10:32:805,31.090,A,A,A,49,RADAR,0.424,1.903,7.473,5.104,-1.884,3.099
14:10:32:815,31.100,A,A,A,50,RADAR,0.423,1.903,7.473,5.105,-1.885,3.097
14:10:32:825,31.110,A,A,A,50,RADAR,0.423,1.903,7.472,5.105,-1.885,3.095
14:10:32:835,31.120,A,A,A,50,RADAR,0.423,1.903,7.474,5.107,-1.886,3.095
14:10:32:845,31.130,A,A,A,50,RADAR,0.423,1.903,7.473,5.106,-1.886,3.094
14:10:32:855,31.140,A,A,A,50,RADAR,0.423,1.903,7.473,5.106,-1.886,3.094
14:10:32:865,31.150,A,A,A,50,RADAR,0.423,1.903,7.476,5.109,-1.886,3.095
14:10:32:875,31.160,A,A,A,49,RADAR,0.423,1.903,7.476,5.110,-1.886,3.095
14:10:32:885,31.170,A,A,A,49,RADAR,0.423,1.903,7.477,5.110,-1.886,3.095
14:10:32:895,31.180,A,A,A,49,RADAR,0.423,1.903,7.478,5.111,-1.887,3.095
14:10:32:905,31.190,A,A,A,49,RADAR,0.423,1.903,7.479,5.112,-1.888,3.095
14:10:32:915,31.200,A,A,A,49,RADAR,0.422,1.903,7.479,5.112,-1.889,3.094
14:10:32:925,31.210,A,A,A,49,RADAR,0.422,1.903,7.479,5.113,-1.889,3.093
14:10:32:935,31.220,A,A,A,49,RADAR,0.422,1.903,7.480,5.114,-1.889,3.093
14:10:32:945,31.230,A,A,A,50,RADAR,0.422,1.903,7.480,5.115,-1.890,3.091
14:10:32:955,31.240,A,A,A,50,RADAR,0.422,1.903,7.481,5.116,-1.890,3.090
14:10:32:965,31.250,A,A,A,50,RADAR,0.421,1.903,7.482,5.118,-1.890,3.088
14:10:32:975,31.260,A,A,A,50,RADAR,0.421,1.903,7.483,5.120,-1.891,3.087
14:10:32:985,31.270,A,A,A,50,RADAR,0.421,1.903,7.483,5.121,-1.891,3.086
14:10:32:995,31.280,A,A,A,50,RADAR,0.421,1.903,7.483,5.121,-1.891,3.085
14:10:33:005,31.290,A,A,A,50,RADAR,0.421,1.903,7.483,5.120,-1.891,3.084
14:10:33:015,31.300,A,A,A,50,RADAR,0.421,1.903,7.483,5.121,-1.891,3.084
14:10:33:025,31.310,A,A,A,50,RADAR,0.421,1.903,7.482,5.120,-1.891,3.083
14:10:33:035,31.320,A,A,A,50,RADAR,0.421,1.903,7.483,5.121,-1.891,3.083
14:10:33:045,31.330,A,A,A,50,RADAR,0.420,1.903,7.486,5.124,-1.893,3.082
14:10:33:055,31.340,A,A,A,50,RADAR,0.420,1.903,7.485,5.124,-1.893,3.081
14:10:33:065,31.350,A,A,A,50,RADAR,0.420,1.903,7.483,5.122,-1.893,3.079
14:10:33:075,31.360,A,A,A,50,RADAR,0.420,1.903,7.484,5.124,-1.893,3.080
14:10:33:085,31.370,A,A,A,49,RADAR,0.420,1.903,7.486,5.125,-1.893,3.080
14:10:33:095,31.380,A,A,A,49,RADAR,0.420,1.903,7.487,5.126,-1.893,3.081
14:10:33:105,31.390,A,A,A,49,RADAR,0.420,1.903,7.489,5.128,-1.894,3.082
14:10:33:115,31.400,A,A,A,49,RADAR,0.420,1.903,7.490,5.129,-1.894,3.082
14:10:33:125,31.410,A,A,A,49,RADAR,0.420,1.903,7.491,5.129,-1.895,3.082
14:10:33:135,31.420,A,A,A,49,RADAR,0.420,1.903,7.493,5.131,-1.896,3.082
14:10:33:145,31.430,A,A,A,49,RADAR,0.420,1.903,7.492,5.131,-1.897,3.081
14:10:33:155,31.440,A,A,A,48,RADAR,0.420,1.904,7.493,5.132,-1.897,3.080
14:10:33:165,31.450,A,A,A,48,RADAR,0.420,1.904,7.494,5.133,-1.898,3.080
14:10:33:175,31.460,A,A,A,48,RADAR,0.419,1.903,7.494,5.134,-1.897,3.079
14:10:33:185,31.470,A,A,A,48,RADAR,0.419,1.903,7.495,5.135,-1.897,3.079
14:10:33:195,31.480,A,A,A,48,RADAR,0.419,1.903,7.495,5.136,-1.897,3.078
14:10:33:205,31.490,A,A,A,48,RADAR,0.419,1.903,7.496,5.137,-1.897,3.077
14:10:33:215,31.500,A,A,A,48,RADAR,0.419,1.903,7.496,5.138,-1.897,3.076
14:10:33:225,31.510,A,A,A,49,RADAR,0.419,1.903,7.497,5.139,-1.897,3.075
14:10:33:235,31.520,A,A,A,49,RADAR,0.418,1.903,7.498,5.140,-1.898,3.075
14:10:33:245,31.530,A,A,A,49,RADAR,0.418,1.903,7.497,5.139,-1.898,3.074
14:10:33:255,31.540,A,A,A,49,RADAR,0.418,1.903,7.499,5.141,-1.899,3.074
14:10:33:265,31.550,A,A,A,49,RADAR,0.418,1.903,7.499,5.141,-1.899,3.075
14:10:33:275,31.560,A,A,A,49,RADAR,0.418,1.903,7.499,5.141,-1.899,3.074
14:10:33:285,31.570,A,A,A,49,RADAR,0.418,1.903,7.500,5.142,-1.899,3.073
14:10:33:295,31.580,A,A,A,49,RADAR,0.418,1.903,7.500,5.143,-1.899,3.073
14:10:33:305,31.590,A,A,A,49,RADAR,0.418,1.903,7.501,5.145,-1.900,3.069
14:10:33:315,31.600,A,A,A,49,RADAR,0.417,1.903,7.502,5.147,-1.901,3.068
14:10:33:325,31.610,A,A,A,49,RADAR,0.417,1.903,7.502,5.149,-1.901,3.064
14:10:33:335,31.620,A,A,A,49,RADAR,0.416,1.903,7.502,5.149,-1.902,3.062
14:10:33:345,31.630,A,A,A,49,RADAR,0.416,1.903,7.503,5.151,-1.902,3.061
14:10:33:355,31.640,A,A,A,49,RADAR,0.416,1.903,7.504,5.153,-1.903,3.059
14:10:33:365,31.650,A,A,A,49,RADAR,0.416,1.903,7.504,5.153,-1.903,3.058
14:10:33:375,31.660,A,A,A,49,RADAR,0.415,1.903,7.506,5.155,-1.905,3.057
14:10:33:385,31.670,A,A,A,49,RADAR,0.415,1.903,7.506,5.156,-1.905,3.056
14:10:33:395,31.680,A,A,A,49,RADAR,0.415,1.904,7.507,5.157,-1.906,3.054
14:10:33:405,31.690,A,A,A,49,RADAR,0.415,1.904,7.506,5.157,-1.907,3.053
14:10:33:415,31.700,A,A,A,49,RADAR,0.415,1.904,7.506,5.157,-1.907,3.051
14:10:33:425,31.710,A,A,A,49,RADAR,0.414,1.904,7.508,5.159,-1.907,3.051
14:10:33:435,31.720,A,A,A,49,RADAR,0.414,1.903,7.510,5.162,-1.907,3.050
14:10:33:445,31.730,A,A,A,49,RADAR,0.414,1.903,7.510,5.163,-1.907,3.050
14:10:33:455,31.740,A,A,A,49,RADAR,0.414,1.903,7.511,5.163,-1.908,3.049
14:10:33:465,31.750,A,A,A,49,RADAR,0.414,1.903,7.511,5.164,-1.908,3.048
14:10:33:475,31.760,A,A,A,49,RADAR,0.414,1.903,7.512,5.165,-1.909,3.047
14:10:33:485,31.770,A,A,A,49,RADAR,0.414,1.904,7.512,5.165,-1.909,3.047
14:10:33:495,31.780,A,A,A,50,RADAR,0.414,1.904,7.511,5.164,-1.909,3.046
14:10:33:505,31.790,A,A,A,50,RADAR,0.413,1.904,7.512,5.166,-1.910,3.046
14:10:33:515,31.800,A,A,A,50,RADAR,0.413,1.904,7.512,5.166,-1.910,3.045
14:10:33:525,31.810,A,A,A,50,RADAR,0.413,1.904,7.514,5.168,-1.910,3.045
14:10:33:535,31.820,A,A,A,50,RADAR,0.413,1.904,7.515,5.170,-1.910,3.045
14:10:33:545,31.830,A,A,A,50,RADAR,0.413,1.903,7.512,5.167,-1.909,3.043
14:10:33:555,31.840,A,A,A,50,RADAR,0.413,1.903,7.512,5.167,-1.909,3.043
14:10:33:565,31.850,A,A,A,50,RADAR,0.413,1.903,7.511,5.167,-1.909,3.042
14:10:33:575,31.860,A,A,A,50,RADAR,0.413,1.903,7.512,5.167,-1.909,3.042
14:10:33:585,31.870,A,A,A,50,RADAR,0.413,1.903,7.514,5.171,-1.909,3.041
14:10:33:595,31.880,A,A,A,50,RADAR,0.413,1.903,7.516,5.173,-1.910,3.041
14:10:33:605,31.890,A,A,A,50,RADAR,0.412,1.903,7.519,5.176,-1.910,3.039
14:10:33:615,31.900,A,A,A,50,RADAR,0.412,1.903,7.519,5.177,-1.910,3.038
14:10:33:625,31.910,A,A,A,50,RADAR,0.412,1.903,7.520,5.179,-1.911,3.036
14:10:33:635,31.920,A,A,A,49,RADAR,0.411,1.903,7.521,5.181,-1.912,3.033
14:10:33:645,31.930,A,A,A,49,RADAR,0.411,1.903,7.522,5.182,-1.913,3.032
14:10:33:655,31.940,A,A,A,49,RADAR,0.411,1.903,7.522,5.184,-1.914,3.030
14:10:33:665,31.950,A,A,A,49,RADAR,0.410,1.903,7.523,5.185,-1.914,3.030
14:10:33:675,31.960,A,A,A,49,RADAR,0.410,1.903,7.523,5.184,-1.914,3.029
14:10:33:685,31.970,A,A,A,49,RADAR,0.410,1.903,7.524,5.186,-1.914,3.029
14:10:33:695,31.980,A,A,A,50,RADAR,0.410,1.903,7.524,5.186,-1.914,3.029
14:10:33:705,31.990,A,A,A,50,RADAR,0.410,1.903,7.525,5.187,-1.915,3.028
14:10:33:715,32.000,A,A,A,50,RADAR,0.410,1.903,7.524,5.187,-1.915,3.027
14:10:33:725,32.010,A,A,A,50,RADAR,0.410,1.903,7.524,5.187,-1.916,3.025
14:10:33:735,32.020,A,A,A,50,RADAR,0.409,1.903,7.523,5.187,-1.916,3.022
14:10:33:745,32.030,A,A,A,50,RADAR,0.409,1.903,7.525,5.189,-1.917,3.022
14:10:33:755,32.040,A,A,A,50,RADAR,0.409,1.903,7.526,5.190,-1.917,3.021
14:10:33:765,32.050,A,A,A,49,RADAR,0.409,1.903,7.526,5.191,-1.917,3.021
14:10:33:775,32.060,A,A,A,49,RADAR,0.409,1.903,7.525,5.190,-1.916,3.020
14:10:33:785,32.070,A,A,A,49,RADAR,0.409,1.903,7.527,5.192,-1.917,3.020
14:10:33:795,32.080,A,A,A,49,RADAR,0.409,1.903,7.528,5.193,-1.918,3.020
14:10:33:805,32.090,A,A,A,49,RADAR,0.409,1.903,7.530,5.195,-1.919,3.019
14:10:33:815,32.100,A,A,A,49,RADAR,0.408,1.903,7.530,5.196,-1.919,3.018
14:10:33:825,32.110,A,A,A,49,RADAR,0.408,1.903,7.532,5.199,-1.920,3.016
14:10:33:835,32.120,A,A,A,49,RADAR,0.408,1.903,7.532,5.199,-1.920,3.015
14:10:33:845,32.130,A,A,A,49,RADAR,0.408,1.903,7.531,5.199,-1.920,3.014
14:10:33:855,32.140,A,A,A,49,RADAR,0.408,1.903,7.534,5.201,-1.920,3.015
14:10:33:865,32.150,A,A,A,49,RADAR,0.408,1.903,7.533,5.200,-1.920,3.017
14:10:33:875,32.160,A,A,A,49,RADAR,0.408,1.903,7.534,5.201,-1.920,3.018
14:10:33:885,32.170,A,A,A,49,RADAR,0.408,1.903,7.534,5.200,-1.920,3.017
14:10:33:895,32.180,A,A,A,49,RADAR,0.408,1.903,7.534,5.201,-1.920,3.017
14:10:33:905,32.190,A,A,A,49,RADAR,0.408,1.903,7.535,5.202,-1.921,3.016
14:10:33:915,32.200,A,A,A,49,RADAR,0.407,1.903,7.534,5.203,-1.922,3.011
14:10:33:925,32.210,A,A,A,49,RADAR,0.407,1.903,7.534,5.204,-1.922,3.010
14:10:33:935,32.220,A,A,A,49,RADAR,0.407,1.903,7.536,5.207,-1.923,3.008
14:10:33:945,32.230,A,A,A,49,RADAR,0.406,1.903,7.536,5.208,-1.923,3.006
14:10:33:955,32.240,A,A,A,49,RADAR,0.406,1.903,7.536,5.208,-1.922,3.004
14:10:33:965,32.250,A,A,A,49,RADAR,0.406,1.903,7.537,5.210,-1.923,3.004
14:10:33:975,32.260,A,A,A,49,RADAR,0.406,1.903,7.538,5.212,-1.922,3.002
14:10:33:985,32.270,A,A,A,49,RADAR,0.405,1.903,7.539,5.213,-1.922,3.001
14:10:33:995,32.280,A,A,A,49,RADAR,0.405,1.903,7.541,5.216,-1.923,2.999
14:10:34:005,32.290,A,A,A,49,RADAR,0.405,1.903,7.542,5.217,-1.924,2.997
14:10:34:015,32.300,A,A,A,49,RADAR,0.404,1.903,7.542,5.219,-1.924,2.995
14:10:34:025,32.310,A,A,A,49,RADAR,0.404,1.903,7.543,5.220,-1.925,2.994
14:10:34:035,32.320,A,A,A,49,RADAR,0.404,1.903,7.542,5.219,-1.925,2.993
14:10:34:045,32.330,A,A,A,49,RADAR,0.404,1.903,7.543,5.220,-1.925,2.993
14:10:34:055,32.340,A,A,A,49,RADAR,0.404,1.903,7.543,5.220,-1.925,2.993
14:10:34:065,32.350,A,A,A,49,RADAR,0.404,1.903,7.544,5.221,-1.926,2.994
14:10:34:075,32.360,A,A,A,49,RADAR,0.404,1.903,7.545,5.222,-1.926,2.994
14:10:34:085,32.370,A,A,A,49,RADAR,0.404,1.903,7.545,5.222,-1.926,2.993
14:10:34:095,32.380,A,A,A,49,RADAR,0.404,1.903,7.545,5.223,-1.926,2.992
14:10:34:105,32.390,A,A,A,50,RADAR,0.404,1.903,7.544,5.223,-1.926,2.990
14:10:34:115,32.400,A,A,A,50,RADAR,0.403,1.903,7.546,5.225,-1.927,2.990
14:10:34:125,32.410,A,A,A,50,RADAR,0.403,1.903,7.547,5.226,-1.927,2.988
14:10:34:135,32.420,A,A,A,50,RADAR,0.403,1.903,7.548,5.227,-1.927,2.988
14:10:34:145,32.430,A,A,A,50,RADAR,0.403,1.903,7.545,5.225,-1.927,2.986
14:10:34:155,32.440,A,A,A,50,RADAR,0.403,1.903,7.547,5.227,-1.927,2.987
14:10:34:165,32.450,A,A,A,50,RADAR,0.403,1.903,7.547,5.227,-1.927,2.987
14:10:34:175,32.460,A,A,A,49,RADAR,0.403,1.903,7.549,5.228,-1.928,2.988
14:10:34:185,32.470,A,A,A,49,RADAR,0.403,1.903,7.551,5.230,-1.929,2.989
14:10:34:195,32.480,A,A,A,49,RADAR,0.403,1.903,7.551,5.230,-1.928,2.990
14:10:34:205,32.490,A,A,A,49,RADAR,0.403,1.903,7.552,5.231,-1.928,2.990
